user_id,product_index,label
USR_2021,18771,0
USR_2021,25797,0
USR_2022,4277,1
USR_2022,13849,1
USR_2022,17926,1
USR_2022,21175,1
USR_2022,16543,1
USR_2022,153,0
USR_2022,9893,0
USR_2022,22694,0
USR_2022,4815,0
USR_2022,3056,0
USR_2023,4137,1
USR_2023,20943,1
USR_2023,4262,1
USR_2023,18142,1
USR_2023,26517,1
USR_2023,8230,0
USR_2023,13550,0
USR_2023,21155,0
USR_2023,20593,0
USR_2023,3193,0
USR_2024,24873,1
USR_2024,17381,1
USR_2024,7739,1
USR_2024,22928,1
USR_2024,17872,1
USR_2024,8862,0
USR_2024,10437,0
USR_2024,9834,0
USR_2024,27503,0
USR_2024,7647,0
USR_2025,23985,1
USR_2025,5945,1
USR_2025,12924,1
USR_2025,25608,1
USR_2025,24300,1
USR_2025,20925,0
USR_2025,17690,0
USR_2025,24016,0
USR_2025,364,0
USR_2025,7524,0
USR_2026,10651,1
USR_2026,19313,1
USR_2026,23272,1
USR_2026,17290,1
USR_2026,9072,1
USR_2026,25369,0
USR_2026,12630,0
USR_2026,18896,0
USR_2026,6136,0
USR_2026,11714,0
USR_2027,18297,1
USR_2027,26685,1
USR_2027,1568,1
USR_2027,8155,1
USR_2027,17284,1
USR_2027,6,0
USR_2027,9970,0
USR_2027,23605,0
USR_2027,1281,0
USR_2027,11392,0
USR_2028,4419,1
USR_2028,5223,1
USR_2028,2858,1
USR_2028,14972,1
USR_2028,21676,1
USR_2028,8957,0
USR_2028,19314,0
USR_2028,208,0
USR_2028,23528,0
USR_2028,27216,0
USR_2029,6786,1
USR_2029,14891,1
USR_2029,18837,1
USR_2029,25381,1
USR_2029,4992,1
USR_2029,2737,0
USR_2029,12701,0
USR_2029,25653,0
USR_2029,20128,0
USR_2029,6468,0
USR_2030,1622,1
USR_2030,6129,1
USR_2030,22229,1
USR_2030,19762,1
USR_2030,6095,1
USR_2030,15413,0
USR_2030,17642,0
USR_2030,5374,0
USR_2030,2766,0
USR_2030,18532,0
USR_2031,18674,1
USR_2031,8027,1
USR_2031,14883,1
USR_2031,18785,1
USR_2031,14241,1
USR_2031,16688,0
USR_2031,13129,0
USR_2031,5872,0
USR_2031,25693,0
USR_2031,4522,0
USR_2032,18846,1
USR_2032,12220,1
USR_2032,20093,1
USR_2032,17848,1
USR_2032,4216,1
USR_2032,22038,0
USR_2032,6539,0
USR_2032,13439,0
USR_2032,21497,0
USR_2032,24651,0
USR_2033,25911,1
USR_2033,18925,1
USR_2033,19871,1
USR_2033,18638,1
USR_2033,2880,1
USR_2033,14271,0
USR_2033,10303,0
USR_2033,18419,0
USR_2033,20212,0
USR_2033,7071,0
USR_2034,17848,1
USR_2034,11398,1
USR_2034,1251,1
USR_2034,22911,1
USR_2034,25388,1
USR_2034,10260,0
USR_2034,15087,0
USR_2034,15908,0
USR_2034,8470,0
USR_2034,20585,0
USR_2035,5809,1
USR_2035,7867,1
USR_2035,6810,1
USR_2035,10956,1
USR_2035,6115,1
USR_2035,11624,0
USR_2035,25670,0
USR_2035,7441,0
USR_2035,21956,0
USR_2035,9715,0
USR_2036,26963,1
USR_2036,5182,1
USR_2036,3100,1
USR_2036,7248,1
USR_2036,26454,1
USR_2036,26709,0
USR_2036,24218,0
USR_2036,9768,0
USR_2036,8239,0
USR_2036,10895,0
USR_2037,342,1
USR_2037,13062,1
USR_2037,9711,1
USR_2037,16032,1
USR_2037,24328,1
USR_2037,26835,0
USR_2037,17402,0
USR_2037,27491,0
USR_2037,18314,0
USR_2037,3599,0
USR_2038,20567,1
USR_2038,16005,1
USR_2038,335,1
USR_2038,11923,1
USR_2038,8119,1
USR_2038,21686,0
USR_2038,251,0
USR_2038,19995,0
USR_2038,26649,0
USR_2038,26452,0
USR_2039,19758,1
USR_2039,6885,1
USR_2039,6301,1
USR_2039,3107,1
USR_2039,26963,1
USR_2039,22169,0
USR_2039,5361,0
USR_2039,11950,0
USR_2039,22482,0
USR_2039,18131,0
USR_2040,10043,1
USR_2040,9155,1
USR_2040,8677,1
USR_2040,26599,1
USR_2040,3499,1
USR_2040,2619,0
USR_2040,14679,0
USR_2040,20347,0
USR_2040,23413,0
USR_2040,26176,0
USR_2041,13336,1
USR_2041,19864,1
USR_2041,5149,1
USR_2041,11155,1
USR_2041,5156,1
USR_2041,10737,0
USR_2041,9594,0
USR_2041,6676,0
USR_2041,12506,0
USR_2041,4566,0
USR_2042,13402,1
USR_2042,191,1
USR_2042,15086,1
USR_2042,25858,1
USR_2042,5974,1
USR_2042,9209,0
USR_2042,23274,0
USR_2042,23406,0
USR_2042,1234,0
USR_2042,12132,0
USR_2043,22764,1
USR_2043,10043,1
USR_2043,6757,1
USR_2043,3461,1
USR_2043,17204,1
USR_2043,20394,0
USR_2043,7656,0
USR_2043,2349,0
USR_2043,22147,0
USR_2043,11213,0
USR_2044,25949,1
USR_2044,23647,1
USR_2044,21476,1
USR_2044,21242,1
USR_2044,12193,1
USR_2044,26098,0
USR_2044,3834,0
USR_2044,19465,0
USR_2044,2870,0
USR_2044,6352,0
USR_2045,14544,1
USR_2045,13966,1
USR_2045,182,1
USR_2045,1823,1
USR_2045,25177,1
USR_2045,15095,0
USR_2045,5643,0
USR_2045,25326,0
USR_2045,5900,0
USR_2045,3735,0
USR_2046,20764,1
USR_2046,4069,1
USR_2046,21717,1
USR_2046,287,1
USR_2046,22530,1
USR_2046,10682,0
USR_2046,15511,0
USR_2046,16868,0
USR_2046,13655,0
USR_2046,187,0
USR_2047,21858,1
USR_2047,612,1
USR_2047,5406,1
USR_2047,12533,1
USR_2047,8854,1
USR_2047,20675,0
USR_2047,27410,0
USR_2047,20567,0
USR_2047,13252,0
USR_2047,23811,0
USR_2048,7158,1
USR_2048,4375,1
USR_2048,17485,1
USR_2048,2938,1
USR_2048,2868,1
USR_2048,2584,0
USR_2048,588,0
USR_2048,27044,0
USR_2048,1354,0
USR_2048,11587,0
USR_2049,4727,1
USR_2049,8524,1
USR_2049,17366,1
USR_2049,5037,1
USR_2049,1302,1
USR_2049,18771,0
USR_2049,17675,0
USR_2049,14014,0
USR_2049,18049,0
USR_2049,21997,0
USR_2050,2219,1
USR_2050,24661,1
USR_2050,5836,1
USR_2050,7105,1
USR_2050,22668,1
USR_2050,19651,0
USR_2050,3994,0
USR_2050,9092,0
USR_2050,10236,0
USR_2050,26071,0
USR_2051,19898,1
USR_2051,23340,1
USR_2051,469,1
USR_2051,25756,1
USR_2051,11387,1
USR_2051,7836,0
USR_2051,17525,0
USR_2051,10721,0
USR_2051,17613,0
USR_2051,11783,0
USR_2052,20997,1
USR_2052,24651,1
USR_2052,1151,1
USR_2052,17405,1
USR_2052,9337,1
USR_2052,13395,0
USR_2052,3021,0
USR_2052,18963,0
USR_2052,23669,0
USR_2052,15853,0
USR_2053,13544,1
USR_2053,18090,1
USR_2053,24331,1
USR_2053,10231,1
USR_2053,8362,1
USR_2053,17489,0
USR_2053,12602,0
USR_2053,17995,0
USR_2053,12171,0
USR_2053,5489,0
USR_2054,4568,1
USR_2054,5832,1
USR_2054,19192,1
USR_2054,15178,1
USR_2054,15031,1
USR_2054,5562,0
USR_2054,2891,0
USR_2054,24150,0
USR_2054,6625,0
USR_2054,15703,0
USR_2055,3929,1
USR_2055,25238,1
USR_2055,15446,1
USR_2055,14356,1
USR_2055,9021,1
USR_2055,14366,0
USR_2055,7855,0
USR_2055,7637,0
USR_2055,5464,0
USR_2055,26454,0
USR_2056,925,1
USR_2056,9541,1
USR_2056,9236,1
USR_2056,22932,1
USR_2056,25272,1
USR_2056,26561,0
USR_2056,14558,0
USR_2056,23194,0
USR_2056,15775,0
USR_2056,383,0
USR_2057,12588,1
USR_2057,7036,1
USR_2057,24493,1
USR_2057,15021,1
USR_2057,3171,1
USR_2057,12823,0
USR_2057,6303,0
USR_2057,6366,0
USR_2057,1160,0
USR_2057,26,0
USR_2058,13697,1
USR_2058,16736,1
USR_2058,26597,1
USR_2058,18054,1
USR_2058,19214,1
USR_2058,12828,0
USR_2058,16699,0
USR_2058,1717,0
USR_2058,2063,0
USR_2058,15526,0
USR_2059,22631,1
USR_2059,2383,1
USR_2059,12535,1
USR_2059,26553,1
USR_2059,20751,1
USR_2059,10091,0
USR_2059,4314,0
USR_2059,6555,0
USR_2059,19460,0
USR_2059,23146,0
USR_2060,2798,1
USR_2060,4279,1
USR_2060,26595,1
USR_2060,6172,1
USR_2060,25632,1
USR_2060,16763,0
USR_2060,4480,0
USR_2060,14875,0
USR_2060,26111,0
USR_2060,16758,0
USR_2061,6243,1
USR_2061,4229,1
USR_2061,14073,1
USR_2061,21508,1
USR_2061,21388,1
USR_2061,15789,0
USR_2061,20078,0
USR_2061,23989,0
USR_2061,12466,0
USR_2061,16263,0
USR_2062,17184,1
USR_2062,14921,1
USR_2062,4832,1
USR_2062,7468,1
USR_2062,7550,1
USR_2062,9957,0
USR_2062,1973,0
USR_2062,20535,0
USR_2062,12252,0
USR_2062,13326,0
USR_2063,16683,1
USR_2063,11651,1
USR_2063,19343,1
USR_2063,14144,1
USR_2063,6149,1
USR_2063,8086,0
USR_2063,14485,0
USR_2063,4918,0
USR_2063,25462,0
USR_2063,13545,0
USR_2064,5754,1
USR_2064,26560,1
USR_2064,27384,1
USR_2064,17284,1
USR_2064,25088,1
USR_2064,23061,0
USR_2064,7954,0
USR_2064,2565,0
USR_2064,21950,0
USR_2064,3474,0
USR_2065,12949,1
USR_2065,5082,1
USR_2065,419,1
USR_2065,19702,1
USR_2065,25614,1
USR_2065,8461,0
USR_2065,7271,0
USR_2065,7623,0
USR_2065,19659,0
USR_2065,20496,0
USR_2066,23491,1
USR_2066,24063,1
USR_2066,2183,1
USR_2066,2535,1
USR_2066,4682,1
USR_2066,10873,0
USR_2066,20891,0
USR_2066,18824,0
USR_2066,23438,0
USR_2066,7154,0
USR_2067,499,1
USR_2067,26301,1
USR_2067,806,1
USR_2067,641,1
USR_2067,999,1
USR_2067,21241,0
USR_2067,15104,0
USR_2067,18885,0
USR_2067,9254,0
USR_2067,9454,0
USR_2068,539,1
USR_2068,23498,1
USR_2068,8976,1
USR_2068,9419,1
USR_2068,2470,1
USR_2068,20585,0
USR_2068,17390,0
USR_2068,25105,0
USR_2068,25464,0
USR_2068,20769,0
USR_2069,19425,1
USR_2069,4277,1
USR_2069,19407,1
USR_2069,23321,1
USR_2069,9373,1
USR_2069,17664,0
USR_2069,874,0
USR_2069,11196,0
USR_2069,15219,0
USR_2069,2795,0
USR_2070,10903,1
USR_2070,18695,1
USR_2070,14294,1
USR_2070,2145,1
USR_2070,22944,1
USR_2070,13362,0
USR_2070,16343,0
USR_2070,124,0
USR_2070,517,0
USR_2070,19970,0
USR_2071,9090,1
USR_2071,643,1
USR_2071,12454,1
USR_2071,26902,1
USR_2071,26011,1
USR_2071,2649,0
USR_2071,19727,0
USR_2071,17747,0
USR_2071,18638,0
USR_2071,26422,0
USR_2072,938,1
USR_2072,3107,1
USR_2072,22764,1
USR_2072,22263,1
USR_2072,11772,1
USR_2072,5203,0
USR_2072,8509,0
USR_2072,23939,0
USR_2072,16034,0
USR_2072,7260,0
USR_2073,21836,1
USR_2073,20049,1
USR_2073,13560,1
USR_2073,5903,1
USR_2073,5901,1
USR_2073,6554,0
USR_2073,26041,0
USR_2073,516,0
USR_2073,7445,0
USR_2073,5347,0
USR_2074,21060,1
USR_2074,7051,1
USR_2074,20604,1
USR_2074,16139,1
USR_2074,23193,1
USR_2074,6622,0
USR_2074,19739,0
USR_2074,24401,0
USR_2074,16847,0
USR_2074,24232,0
USR_2075,2956,1
USR_2075,2315,1
USR_2075,6467,1
USR_2075,20762,1
USR_2075,8048,1
USR_2075,16847,0
USR_2075,16225,0
USR_2075,12633,0
USR_2075,8010,0
USR_2075,27197,0
USR_2076,4258,1
USR_2076,18059,1
USR_2076,22046,1
USR_2076,16282,1
USR_2076,18342,1
USR_2076,21259,0
USR_2076,26439,0
USR_2076,15590,0
USR_2076,2083,0
USR_2076,10635,0
USR_2077,10241,1
USR_2077,25474,1
USR_2077,6858,1
USR_2077,24474,1
USR_2077,18996,1
USR_2077,4054,0
USR_2077,23944,0
USR_2077,27349,0
USR_2077,12620,0
USR_2077,24353,0
USR_2078,19257,1
USR_2078,17714,1
USR_2078,17417,1
USR_2078,20100,1
USR_2078,18025,1
USR_2078,18624,0
USR_2078,26914,0
USR_2078,20825,0
USR_2078,8617,0
USR_2078,18943,0
USR_2079,12204,1
USR_2079,26210,1
USR_2079,19078,1
USR_2079,27373,1
USR_2079,17848,1
USR_2079,7142,0
USR_2079,10574,0
USR_2079,18225,0
USR_2079,27198,0
USR_2079,22203,0
USR_2080,10520,1
USR_2080,13415,1
USR_2080,22745,1
USR_2080,15250,1
USR_2080,124,1
USR_2080,26876,0
USR_2080,2931,0
USR_2080,23766,0
USR_2080,18171,0
USR_2080,25677,0
USR_2081,20636,1
USR_2081,24461,1
USR_2081,25022,1
USR_2081,10109,1
USR_2081,6648,1
USR_2081,10924,0
USR_2081,1387,0
USR_2081,10330,0
USR_2081,3729,0
USR_2081,6435,0
USR_2082,9216,1
USR_2082,6004,1
USR_2082,23823,1
USR_2082,4950,1
USR_2082,24242,1
USR_2082,1771,0
USR_2082,20988,0
USR_2082,5433,0
USR_2082,24892,0
USR_2082,26818,0
USR_2083,10481,1
USR_2083,4325,1
USR_2083,17303,1
USR_2083,990,1
USR_2083,15093,1
USR_2083,21487,0
USR_2083,19294,0
USR_2083,26874,0
USR_2083,25515,0
USR_2083,3482,0
USR_2084,4600,1
USR_2084,12533,1
USR_2084,3646,1
USR_2084,19860,1
USR_2084,8372,1
USR_2084,4424,0
USR_2084,10125,0
USR_2084,5806,0
USR_2084,3797,0
USR_2084,9471,0
USR_2085,25367,1
USR_2085,9019,1
USR_2085,20761,1
USR_2085,14968,1
USR_2085,4620,1
USR_2085,16727,0
USR_2085,20514,0
USR_2085,17151,0
USR_2085,5774,0
USR_2085,22683,0
USR_2086,20880,1
USR_2086,8653,1
USR_2086,2945,1
USR_2086,5998,1
USR_2086,491,1
USR_2086,22314,0
USR_2086,8967,0
USR_2086,4261,0
USR_2086,24570,0
USR_2086,16289,0
USR_2087,3159,1
USR_2087,2797,1
USR_2087,2453,1
USR_2087,1592,1
USR_2087,24328,1
USR_2087,15331,0
USR_2087,20686,0
USR_2087,15708,0
USR_2087,3157,0
USR_2087,12698,0
USR_2088,22451,1
USR_2088,16489,1
USR_2088,7176,1
USR_2088,7711,1
USR_2088,23257,1
USR_2088,27167,0
USR_2088,7925,0
USR_2088,12870,0
USR_2088,3565,0
USR_2088,11793,0
USR_2089,23770,1
USR_2089,22237,1
USR_2089,24058,1
USR_2089,26011,1
USR_2089,7068,1
USR_2089,9627,0
USR_2089,18294,0
USR_2089,10745,0
USR_2089,12064,0
USR_2089,9835,0
USR_2090,25191,1
USR_2090,14840,1
USR_2090,8012,1
USR_2090,10671,1
USR_2090,23785,1
USR_2090,19776,0
USR_2090,13125,0
USR_2090,21978,0
USR_2090,10900,0
USR_2090,18899,0
USR_2091,13904,1
USR_2091,10196,1
USR_2091,9065,1
USR_2091,15631,1
USR_2091,17303,1
USR_2091,9373,0
USR_2091,6691,0
USR_2091,26412,0
USR_2091,18620,0
USR_2091,18374,0
USR_2092,25669,1
USR_2092,1420,1
USR_2092,10996,1
USR_2092,26290,1
USR_2092,15907,1
USR_2092,11068,0
USR_2092,24906,0
USR_2092,17880,0
USR_2092,25128,0
USR_2092,25439,0
USR_2093,1560,1
USR_2093,21023,1
USR_2093,19173,1
USR_2093,21230,1
USR_2093,23300,1
USR_2093,14213,0
USR_2093,12481,0
USR_2093,21631,0
USR_2093,27110,0
USR_2093,5518,0
USR_2094,20913,1
USR_2094,22996,1
USR_2094,2346,1
USR_2094,5254,1
USR_2094,14563,1
USR_2094,7044,0
USR_2094,24152,0
USR_2094,2318,0
USR_2094,11968,0
USR_2094,16672,0
USR_2095,20048,1
USR_2095,1438,1
USR_2095,20115,1
USR_2095,2926,1
USR_2095,1053,1
USR_2095,13105,0
USR_2095,3010,0
USR_2095,10889,0
USR_2095,5130,0
USR_2095,14887,0
USR_2096,4168,1
USR_2096,20726,1
USR_2096,16754,1
USR_2096,21847,1
USR_2096,1588,1
USR_2096,6142,0
USR_2096,10265,0
USR_2096,19252,0
USR_2096,1725,0
USR_2096,2738,0
USR_2097,17498,1
USR_2097,22424,1
USR_2097,12129,1
USR_2097,14276,1
USR_2097,17779,1
USR_2097,2645,0
USR_2097,9847,0
USR_2097,17493,0
USR_2097,10582,0
USR_2097,19294,0
USR_2098,14247,1
USR_2098,512,1
USR_2098,17594,1
USR_2098,100,1
USR_2098,8877,1
USR_2098,13830,0
USR_2098,13618,0
USR_2098,2200,0
USR_2098,17275,0
USR_2098,4829,0
USR_2099,16284,1
USR_2099,5896,1
USR_2099,8751,1
USR_2099,3095,1
USR_2099,11772,1
USR_2099,24508,0
USR_2099,1387,0
USR_2099,20576,0
USR_2099,12893,0
USR_2099,19228,0
USR_2100,19253,1
USR_2100,11504,1
USR_2100,12911,1
USR_2100,15648,1
USR_2100,13525,1
USR_2100,22829,0
USR_2100,6475,0
USR_2100,21952,0
USR_2100,6662,0
USR_2100,20664,0
USR_2101,10755,1
USR_2101,1931,1
USR_2101,5765,1
USR_2101,16885,1
USR_2101,17544,1
USR_2101,19511,0
USR_2101,8570,0
USR_2101,2454,0
USR_2101,23610,0
USR_2101,1183,0
USR_2102,2177,1
USR_2102,12662,1
USR_2102,6296,1
USR_2102,18974,1
USR_2102,10691,1
USR_2102,12841,0
USR_2102,16086,0
USR_2102,8778,0
USR_2102,5130,0
USR_2102,13338,0
USR_2103,20249,1
USR_2103,9590,1
USR_2103,25649,1
USR_2103,17090,1
USR_2103,17600,1
USR_2103,18017,0
USR_2103,12019,0
USR_2103,22865,0
USR_2103,23858,0
USR_2103,21421,0
USR_2104,27131,1
USR_2104,26437,1
USR_2104,886,1
USR_2104,3568,1
USR_2104,12041,1
USR_2104,26763,0
USR_2104,8000,0
USR_2104,10833,0
USR_2104,469,0
USR_2104,1338,0
USR_2105,12196,1
USR_2105,2126,1
USR_2105,21734,1
USR_2105,21171,1
USR_2105,3733,1
USR_2105,23131,0
USR_2105,1211,0
USR_2105,2315,0
USR_2105,7798,0
USR_2105,10029,0
USR_2106,2858,1
USR_2106,10558,1
USR_2106,4728,1
USR_2106,19025,1
USR_2106,12992,1
USR_2106,1818,0
USR_2106,282,0
USR_2106,16585,0
USR_2106,1415,0
USR_2106,2438,0
USR_2107,7848,1
USR_2107,7506,1
USR_2107,7248,1
USR_2107,26905,1
USR_2107,7251,1
USR_2107,19845,0
USR_2107,10208,0
USR_2107,8521,0
USR_2107,25794,0
USR_2107,4451,0
USR_2108,613,1
USR_2108,22300,1
USR_2108,5523,1
USR_2108,2711,1
USR_2108,23069,1
USR_2108,26043,0
USR_2108,12786,0
USR_2108,4158,0
USR_2108,8536,0
USR_2108,25002,0
USR_2109,9328,1
USR_2109,21694,1
USR_2109,11614,1
USR_2109,11226,1
USR_2109,16741,1
USR_2109,15906,0
USR_2109,24443,0
USR_2109,14732,0
USR_2109,8051,0
USR_2109,6658,0
USR_2110,4400,1
USR_2110,9818,1
USR_2110,4199,1
USR_2110,6662,1
USR_2110,15396,1
USR_2110,24808,0
USR_2110,14846,0
USR_2110,12593,0
USR_2110,16010,0
USR_2110,13166,0
USR_2111,3778,1
USR_2111,269,1
USR_2111,16718,1
USR_2111,24475,1
USR_2111,12456,1
USR_2111,24021,0
USR_2111,24854,0
USR_2111,6793,0
USR_2111,16935,0
USR_2111,12151,0
USR_2112,6122,1
USR_2112,7658,1
USR_2112,6663,1
USR_2112,13154,1
USR_2112,16594,1
USR_2112,10257,0
USR_2112,13008,0
USR_2112,3096,0
USR_2112,25436,0
USR_2112,23922,0
USR_2113,830,1
USR_2113,17906,1
USR_2113,9447,1
USR_2113,19602,1
USR_2113,18080,1
USR_2113,19791,0
USR_2113,25174,0
USR_2113,1823,0
USR_2113,25358,0
USR_2113,2398,0
USR_2114,3706,1
USR_2114,15663,1
USR_2114,22393,1
USR_2114,12727,1
USR_2114,5468,1
USR_2114,4903,0
USR_2114,15621,0
USR_2114,13941,0
USR_2114,17672,0
USR_2114,7616,0
USR_2115,19051,1
USR_2115,25129,1
USR_2115,24994,1
USR_2115,3635,1
USR_2115,15654,1
USR_2115,20183,0
USR_2115,21866,0
USR_2115,11154,0
USR_2115,22920,0
USR_2115,4004,0
USR_2116,6049,1
USR_2116,6733,1
USR_2116,3327,1
USR_2116,23463,1
USR_2116,8239,1
USR_2116,5612,0
USR_2116,21619,0
USR_2116,1306,0
USR_2116,22826,0
USR_2116,17792,0
USR_2117,16807,1
USR_2117,12983,1
USR_2117,13594,1
USR_2117,27073,1
USR_2117,27461,1
USR_2117,20242,0
USR_2117,14153,0
USR_2117,14477,0
USR_2117,16410,0
USR_2117,8711,0
USR_2118,4277,1
USR_2118,9155,1
USR_2118,7276,1
USR_2118,13130,1
USR_2118,15926,1
USR_2118,8015,0
USR_2118,9972,0
USR_2118,599,0
USR_2118,9445,0
USR_2118,19935,0
USR_2119,14332,1
USR_2119,25062,1
USR_2119,21010,1
USR_2119,25803,1
USR_2119,20367,1
USR_2119,11246,0
USR_2119,4954,0
USR_2119,13251,0
USR_2119,20494,0
USR_2119,19806,0
USR_2120,8423,1
USR_2120,23971,1
USR_2120,27362,1
USR_2120,26091,1
USR_2120,4443,1
USR_2120,15793,0
USR_2120,6278,0
USR_2120,12449,0
USR_2120,14761,0
USR_2120,17694,0
USR_2121,13686,1
USR_2121,20124,1
USR_2121,8178,1
USR_2121,3043,1
USR_2121,582,1
USR_2121,16648,0
USR_2121,22099,0
USR_2121,5816,0
USR_2121,23052,0
USR_2121,15428,0
USR_2122,20901,1
USR_2122,18558,1
USR_2122,14055,1
USR_2122,13753,1
USR_2122,21821,1
USR_2122,1601,0
USR_2122,18463,0
USR_2122,5712,0
USR_2122,4335,0
USR_2122,10797,0
USR_2123,6922,1
USR_2123,22465,1
USR_2123,16348,1
USR_2123,9754,1
USR_2123,5222,1
USR_2123,8056,0
USR_2123,18916,0
USR_2123,7283,0
USR_2123,21756,0
USR_2123,17778,0
USR_2124,14431,1
USR_2124,13164,1
USR_2124,8235,1
USR_2124,13658,1
USR_2124,23927,1
USR_2124,885,0
USR_2124,24064,0
USR_2124,10833,0
USR_2124,5229,0
USR_2124,6230,0
USR_2125,18409,1
USR_2125,1911,1
USR_2125,3886,1
USR_2125,22943,1
USR_2125,21066,1
USR_2125,17630,0
USR_2125,17716,0
USR_2125,13912,0
USR_2125,18295,0
USR_2125,26587,0
USR_2126,13499,1
USR_2126,11722,1
USR_2126,14704,1
USR_2126,11087,1
USR_2126,3754,1
USR_2126,15861,0
USR_2126,3477,0
USR_2126,26881,0
USR_2126,10839,0
USR_2126,19590,0
USR_2127,24341,1
USR_2127,6790,1
USR_2127,17157,1
USR_2127,26426,1
USR_2127,11159,1
